sentence_id,source_canonical,generated_headline,rules_applied_count,events_triggered,success,error
229,A drug lord texted his wife saying he was going to give their 1-year-old daughter an AK-47.,drug lord texte his wife saying he going to give their 1 - year - old daughter AK-47 ,5,FW-DEL:a→ABSENT|FORM-CHG:texted→texte|FW-DEL:was→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
230,Trump’s son has said that people can enjoy a day at the zoo because walls work.,Trump ’s son said that people enjoy day at zoo because walls work ,6,FW-DEL:has→ABSENT|FW-DEL:can→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:work→work|C-DEL:PERIOD→ABSENT,True,
231,New York's iconic 90-year-old Chrysler Building is up for sale.,New York 's iconic 90 - year - old Chrysler Building is up for sale ,1,C-DEL:PERIOD→ABSENT,True,
232,Air India has started using food stocked from India on return flights.,Air India started using food stocked from India on return flights ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
233,A crypto ransom of ₹73 crore was demanded for a Norway millionaire's wife.,crypto ransom of ₹ 73 crore was demanded for Norway millionaire 's wife ,3,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
234,Amartya Sen has said there is no point in reservation if it covers the whole population.,Amartya Sen said there be no point in reservation if it cover whole population ,5,FW-DEL:has→ABSENT|FORM-CHG:is→be|FORM-CHG:covers→cover|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
235,The Congress has fielded Randeep Surjewala as its candidate for the Jind bypoll.,Congress fielded Randeep Surjewala as its candidate for Jind bypoll ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
236,"After Saumitra Khan, the TMC has also expelled Lok Sabha MP Anupam Hazra.","After Saumitra Khan , TMC also expelled Lok Sabha MP Anupam Hazra ",3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
237,Three Assam ministers have resigned in protest against the citizenship bill.,Three Assam ministers resigned in protest against citizenship bill ,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
238,An IIT-Madras team has created 'space fuel' to curb greenhouse gases.,IIT - Madras team created ' space fuel ' to curb greenhouse gases ,3,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
239,A man was tied to an electricity pole and thrashed on suspicion of theft.,man was tied to electricity pole and thrash on suspicion of theft ,4,FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|FORM-CHG:thrashed→thrash|C-DEL:PERIOD→ABSENT,True,
240,The Army has rescued 150 tourists in Sikkim who were stuck in sub-zero temperatures.,Army rescued 150 tourists in Sikkim who were stuck in sub - zero temperatures ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
241,"A man was stabbed on a Hyderabad street for not returning ₹5,000.","man was stabbed on Hyderabad street for not returning ₹ 5,000 ",3,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
242,The Marathi literary body chief has resigned after the Sahgal invite row.,Marathi literary body chief resigned after Sahgal invite row ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
243,Afghanistan has said that ending the war without the Taliban talking to them is a 'dream'.,Afghanistan said that ending war without Taliban talking to them is ' dream ' ,5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
244,The President of Mexico has said that Trump's border wall debate is an internal US political matter.,President of Mexico said that Trump 's border wall debate is internal US political matter ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
245,The Finance Minister has said that unions are protesting on 'non-existent' issues regarding Bharat Bandh.,Finance Minister said that unions protesting on ' non - existent ' issues regarding Bharat Bandh ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:are→ABSENT|C-DEL:PERIOD→ABSENT,True,
246,The Rajya Sabha has cleared a 10% quota for the economically weak in the general category.,Rajya Sabha cleared 10 % quota for economically weak in general category ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
247,"Rohit has said to Pant, ""Heard you are a good babysitter so I need one right now.""","Rohit said to Pant , "" hear you are good babysitter so I need one right now . """,4,FW-DEL:has→ABSENT|FORM-CHG:Heard→hear|FW-DEL:a→ABSENT|FORM-CHG:need→need,True,
248,Bihar spinner Aman has taken 68 wickets and broken Bedi's 44-year-old record.,Bihar spinner Aman taken 68 wickets and broken Bedi 's 44 - year - old record ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
249,A 21-year-old Olympic champion has said that his coach abused him since he was 17.,21 - year - old Olympic champion said that his coach abuse him since he was 17 ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:abused→abuse|C-DEL:PERIOD→ABSENT,True,
250,A US island is offering ₹91.6 lakh to two people to look after a lighthouse.,US island offering ₹ 91.6 lakh to two people to look after lighthouse ,4,FW-DEL:a→ABSENT|FW-DEL:is→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
251,"IAS topper Omar has resigned, saying that bureaucracy's loss is politics' gain.","IAS topper Omar resigned , saying that bureaucracy 's loss is politics ' gain ",2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
252,"Rahul said to PM Modi, ""Be a man,"" after his 'PM hid behind woman' remark.","Rahul say to PM Modi , "" Be man , "" after his ' PM hide behind woman ' remark ",4,FORM-CHG:said→say|FW-DEL:a→ABSENT|FORM-CHG:hid→hide|C-DEL:PERIOD→ABSENT,True,
253,The Delhi High Court has remarked that a wife slapping a man cannot be instigated to commit suicide.,Delhi High Court remarked that wife slapping man not be instigated to commit suicide ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:can→ABSENT|C-DEL:PERIOD→ABSENT,True,
254,A report suggests that the CBI Director has cancelled most transfer orders by the interim chief.,report suggest that CBI Director cancelled most transfer orders by interim chief ,6,FW-DEL:a→ABSENT|FORM-CHG:suggests→suggest|FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
255,India has allowed Bank Pasargad of Iran to open a branch in Mumbai.,India allowed Bank Pasargad of Iran to open branch in Mumbai ,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
256,Kangana has denied any pressure regarding the clash of her film's release with the film Thackeray.,Kangana denied any pressure regarding clash of her film 's release with film Thackeray ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
257,The Pakistan Supreme Court has ordered that they will not allow Indian TV shows as they damage culture.,Pakistan Supreme Court ordered that they not allow Indian TV show as they damage culture ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:will→ABSENT|FORM-CHG:shows→show|FORM-CHG:damage→damage|C-DEL:PERIOD→ABSENT,True,
258,"Mahesh has said, ""I condemn the act on the FIR against 'The Accidental ...'""","Mahesh said , "" I condemn act on FIR against ' Accidental ... ' """,5,FW-DEL:has→ABSENT|FORM-CHG:condemn→condemn|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT,True,
259,Zoya has said she is always surprised to be called elite class.,Zoya said she is always surprised to be called elite class ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
260,Alia has said that both Ranveer and Ranbir are superb human beings and actors.,Alia said that both Ranveer and Ranbir are superb human beings and actors ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
261,Twitter is about to start a program to test new conversation features.,Twitter is about to start program to test new conversation features ,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
262,An AI kit that can control a wheelchair with facial movements was shown at CES.,AI kit that control wheelchair with facial movements was shown at CES ,4,FW-DEL:an→ABSENT|FW-DEL:can→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
263,"TMC MP Saumitra Khan has joined the BJP, and the party says he was expelled.","TMC MP Saumitra Khan joined BJP , and party say he was expelled ",5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:says→say|C-DEL:PERIOD→ABSENT,True,
264,The Sena has told the BJP that they should solve farmers' issues first before talking about coalition.,Sena told BJP that they solve farmers ' issues first before talking about coalition ,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:should→ABSENT|C-DEL:PERIOD→ABSENT,True,
265,The e-pharmacy startup 1mg is set to raise $35 million at a $200 million valuation.,e - pharmacy startup 1 mg is set to raise $ 35 million at $ 200 million valuation ,4,FW-DEL:the→ABSENT|FORM-CHG:startup→startup|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
266,Snapdeal has to face prosecution in Karnataka for illegal drug sales.,Snapdeal have to face prosecution in Karnataka for illegal drug sales ,2,FORM-CHG:has→have|C-DEL:PERIOD→ABSENT,True,
267,The Delhi Police has said that there is an 11.72% decline in heinous crimes.,Delhi Police said that there be 11.72 % decline in heinous crimes ,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:is→be|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
268,Pakistan has suspended the licences of 16 pilots and 65 cabin crew members for having fake degrees.,Pakistan suspended licences of 16 pilots and 65 cabin crew members for having fake degrees ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
269,Police are seeking DNA samples from male staff after a US woman in a coma gave birth.,Police seeking DNA samples from male staff after US woman in coma give birth ,5,FW-DEL:are→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:gave→give|C-DEL:PERIOD→ABSENT,True,
270,Shell has bought out Total's 26% stake in Hazira LNG and Port.,Shell bought out Total 's 26 % stake in Hazira LNG and Port ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
271,Pfizer is shutting down manufacturing plants in Chennai and Aurangabad.,Pfizer shutting down manufacturing plants in Chennai and Aurangabad ,2,FW-DEL:is→ABSENT|C-DEL:PERIOD→ABSENT,True,
272,Boeing has become the world's largest planemaker for the seventh straight year.,Boeing become world 's largest planemaker for seventh straight year ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
273,"The world's richest person, Jeff Bezos, and his wife are to divorce after 25 years.","world 's richest person , Jeff Bezos , and his wife are to divorce after 25 years ",2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
274,The Kedarnath maker has said that Sara has no clue what he went through regarding the court case.,Kedarnath maker said that Sara have no clue what he go through regarding court case ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:has→have|FORM-CHG:went→go|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
275,Aishwarya has said she took bullets when it was a cakewalk for others during pregnancy.,Aishwarya said she take bullets when it was cakewalk for others during pregnancy ,4,FW-DEL:has→ABSENT|FORM-CHG:took→take|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
276,"Madhya Pradesh lost 6 wickets without scoring a run, going from 35/3 to 35 all out.","Madhya Pradesh lose 6 wickets without scoring run , going from 35/3 to 35 all out ",3,FORM-CHG:lost→lose|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
277,An ex-football coach died after his car hit a tree on the day of his sex abuse trial.,ex - football coach die after his car hit tree on day of his sex abuse trial ,6,FW-DEL:an→ABSENT|FORM-CHG:died→die|FORM-CHG:hit→hit|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
278,Japan's passport has been ranked the world's most powerful; India is ranked 79th.,Japan 's passport been ranked world 's most powerful ; India is ranked 79th ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
279,Daggers and hydrogen peroxide were recovered in a police raid at an RSS office.,Daggers and hydrogen peroxide were recovered in police raid at RSS office ,3,FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
280,PM Modi was asked if the Rafale deal was held up because of Michel mama.,PM Modi was asked if Rafale deal was held up because of Michel mama ,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
281,Amazon has received criticism for selling toilet covers with Islam's holy text.,Amazon received criticism for selling toilet covers with Islam 's holy text ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
282,The RBI has given $400 million to Sri Lanka's central bank under a swap deal.,RBI given $ 400 million to Sri Lanka 's central bank under swap deal ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
283,Scientists have discovered a process that stabilises fusion plasmas.,Scientists discovered process that stabilise fusion plasmas ,4,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:stabilises→stabilise|C-DEL:PERIOD→ABSENT,True,
284,India is the second highest contributor to IBM's 2018 US patent record.,India is second highest contributor to IBM 's 2018 US patent record ,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
285,"PM Modi has launched projects worth ₹3,500 crore in Agra.","PM Modi launched projects worth ₹ 3,500 crore in Agra ",2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
286,The World Bank's outgoing President is joining a private equity firm.,World Bank 's outgoing President joining private equity firm ,4,FW-DEL:the→ABSENT|FW-DEL:is→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
287,Apple CEO Tim Cook earned ₹960 crore in 2018.,Apple CEO Tim Cook earn ₹ 960 crore in 2018 ,2,FORM-CHG:earned→earn|C-DEL:PERIOD→ABSENT,True,
288,A South Korean startup has made a ₹1.2 lakh smart treadmill for cats.,South Korean startup made ₹ 1.2 lakh smart treadmill for cats ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
289,"Car sales in China, the world's biggest market, have fallen for the first time in 20 years.","Car sales in China , world 's biggest market , fallen for first time in 20 years ",4,FW-DEL:the→ABSENT|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
290,The nun who protested against the bishop has received an 'anti-religious life' notice.,nun who protest against bishop received ' anti - religious life ' notice ,6,FW-DEL:the→ABSENT|FORM-CHG:protested→protest|FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
291,Noida has installed 'tyre killers' to stop vehicles driving on the wrong side.,Noida installed ' tyre killers ' to stop vehicles driving on wrong side ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
292,A Photoshop failure has shown the Australian Prime Minister with two left feet in a portrait.,Photoshop failure shown Australian Prime Minister with two left feet in portrait ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
293,YouTube has faced a global outage for over an hour.,YouTube faced global outage for over hour ,4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
294,It was unveiled at CES that technology will monitor drivers and passengers in cars.,It was unveiled at CES that technology monitor drivers and passengers in cars ,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
295,A fire has broken out at an under-construction hospital in Maharashtra.,fire broken out at under - construction hospital in Maharashtra ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
296,The oldest person in the US has died at the age of 114.,oldest person in US died at age of 114 ,5,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
297,Yes Bank has finalised names of potential successors to Rana Kapoor.,Yes Bank finalised names of potential successors to Rana Kapoor ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
298,The government will issue new safety rules for A320neos with P&W engines.,government issue new safety rules for A320neos with P&W engines ,3,FW-DEL:the→ABSENT|FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
299,Rishabh Pant danced to the Bharat Army's 'babysit' song dedicated to him.,Rishabh Pant dance to Bharat Army 's ' babysit ' song dedicated to him ,3,FORM-CHG:danced→dance|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
300,Six Indians have been fined for illegal betting in the Bangladesh Premier League.,Six Indians been fined for illegal betting in Bangladesh Premier League ,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
301,The body of a 25-year-old woman was found inside a suitcase in Delhi.,body of 25 - year - old woman was found inside suitcase in Delhi ,4,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
302,A fitness trainer in J&K has been hospitalised due to addiction to PUBG.,fitness trainer in J&K been hospitalised due to addiction to PUBG ,3,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
303,A man drove a burning truck to an isolated place to avoid risk to others.,man drive burning truck to isolated place to avoid risk to others ,5,FW-DEL:a→ABSENT|FORM-CHG:drove→drive|FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
304,A journalist has been jailed over the Paradise Papers probe on the previous Turkey Prime Minister.,journalist been jailed over Paradise Papers probe on previous Turkey Prime Minister ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
305,Indian oil companies have started paying Iran for oil in rupees.,Indian oil companies started paying Iran for oil in rupees ,2,FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True,
306,WhatsApp may introduce fingerprint verification for Android.,WhatsApp introduce fingerprint verification for Android ,2,FW-DEL:may→ABSENT|C-DEL:PERIOD→ABSENT,True,
307,AT&T has updated its 4G logo with '5G E' and has received criticism for being misleading.,AT&T updated its 4 G logo with ' 5 G E ' and received criticism for being misleading ,3,FW-DEL:has→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
308,"The Shiv Sena has told the BJP, ""Do not threaten us or we will bury you.""","Shiv Sena told BJP , "" not threaten us or we bury you . """,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:do→ABSENT|FW-DEL:will→ABSENT,True,
309,PM Modi has launched road and sewerage projects in Maharashtra.,PM Modi launched road and sewerage projects in Maharashtra ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
310,Seven parties have sought registration from the Election Commission.,Seven parties sought registration from Election Commission ,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
311,Lucknow's 'Andhe Ki Chowki' and 'Langda Phatak' are to be renamed.,Lucknow 's ' Andhe Ki Chowki ' and ' Langda Phatak ' are to be renamed ,1,C-DEL:PERIOD→ABSENT,True,
312,The Taliban has cancelled peace talks with the US over an agenda disagreement.,Taliban cancelled peace talks with US over agenda disagreement ,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
313,"Assets worth ₹6,000 crore have been detected under the foreign black money law.","Assets worth ₹ 6,000 crore been detected under foreign black money law ",3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
314,UpGrad and IIIT B's Data Science program has seen a 90% rise in enrolment.,UpGrad and IIIT B 's Data Science program seen 90 % rise in enrolment ,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
315,The BCCI has given 24 hours to Pandya and KL Rahul to explain their remarks on a talk show.,BCCI given 24 hours to Pandya and KL Rahul to explain their remarks on talk show ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
316,CBI chief Alok Verma has resumed work after a 77-day leave.,CBI chief Alok Verma resumed work after 77 - day leave ,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
317,The Congress has appointed Apsara Reddy as its first transgender office-bearer.,Congress appointed Apsara Reddy as its first transgender office - bearer ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
318,Private FM stations are now allowed to air news from All India Radio.,Private FM stations are now allowed to air news from All India Radio ,1,C-DEL:PERIOD→ABSENT,True,
319,India and Norway have agreed to collaborate with each other on the ocean economy and SDGs.,India and Norway agreed to collaborate with each other on ocean economy and SDGs ,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
320,"Tamil Nadu has announced the creation of its 33rd district, Kallakurichi.","Tamil Nadu announced creation of its 33rd district , Kallakurichi ",3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
321,A protestor has died in Karnataka during a strike by trade unions.,protestor died in Karnataka during strike by trade unions ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
322,A Tamil Nadu District Collector has enrolled his daughter at an anganwadi.,Tamil Nadu District Collector enrolled his daughter at anganwadi ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
323,Passengers were grounded for two hours with a dead body after a man died on a flight.,Passengers were grounded for two hours with dead body after man die on flight ,5,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:died→die|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
324,Trump has called the Indian-origin policeman killed in the US a national hero.,Trump called Indian - origin policeman killed in US national hero ,5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
325,A girl from Saudi Arabia who was seeking asylum has been given refugee status by the UN.,girl from Saudi Arabia who seeking asylum been given refugee status by UN ,5,FW-DEL:a→ABSENT|FW-DEL:was→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
326,A man has been found dead at a night shelter for the homeless in Aligarh.,man been found dead at night shelter for homeless in Aligarh ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
327,Five members of a family were found dead at home in Uttar Pradesh.,Five members of family were found dead at home in Uttar Pradesh ,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
328,A 10-year-old child consumed insecticide and said there was no food at home.,10 - year - old child consumed insecticide and say there be no food at home ,4,FW-DEL:a→ABSENT|FORM-CHG:said→say|FORM-CHG:was→be|C-DEL:PERIOD→ABSENT,True,
329,Two men tried to sell a pangolin worth ₹40 lakh and were held in Thane.,Two men try to sell pangolin worth ₹ 40 lakh and were held in Thane ,3,FORM-CHG:tried→try|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
330,The Cabinet has approved ST status for six communities in Assam.,Cabinet approved ST status for six communities in Assam ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
331,The ‘Buddha boy’ is under probe in Nepal over missing devotees.,‘ Buddha boy ’ is under probe in Nepal over missing devotees ,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
332,The I&B Ministry has raised the government’s ad rates in print media by 25%.,I&B Ministry raised government ’s ad rates in print media by 25 % ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
333,The Lok Sabha has passed the 10% quota bill for the economically weak in the general category.,Lok Sabha passed 10 % quota bill for economically weak in general category ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
334,A video has gone viral of a father dragging his daughter by her hoodie at the airport.,video gone viral of father dragging his daughter by her hoodie at airport ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
335,"During the South Africa tour, a Pakistani batsman has claimed that he is under the spell of black magic.","During South Africa tour , Pakistani batsman claimed that he is under spell of black magic ",5,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
336,A Lankan bowler has taken all 10 wickets in an innings by giving just 37 runs.,Lankan bowler taken all 10 wickets in innings by giving just 37 runs ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
337,A TMC MP has worn a PM Modi mask during a protest in the Parliament complex.,TMC MP worn PM Modi mask during protest in Parliament complex ,6,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
338,Six people fought with pub staff for not playing a Sapna Choudhary song and were held.,Six people fight with pub staff for not playing Sapna Choudhary song and were held ,3,FORM-CHG:fought→fight|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
339,An Indian-origin cop has been jailed for forging a molestation victim's statement.,Indian - origin cop been jailed for forging molestation victim 's statement ,4,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
340,A Japanese startup has made a smart wooden plank that plays music.,Japanese startup made smart wooden plank that play music ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:plays→play|C-DEL:PERIOD→ABSENT,True,
341,WhatsApp has added a private reply feature for group chats on iOS.,WhatsApp added private reply feature for group chats on iOS ,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
342,A Pune medtech startup has received ₹50 lakh from a government enterprise.,Pune medtech startup received ₹ 50 lakh from government enterprise ,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
343,The Goa Police and a Bengaluru startup have built technology to spot illegal drones.,Goa Police and Bengaluru startup built technology to spot illegal drones ,4,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True,
