sentence_id,direction,source,target,rule_chain,token_changes,num_rules,events,success
425,C2H,"Waymo self-driving vehicles are being vandalised in the US, according to a report.","Waymo self - driving vehicles being vandalised in US , according to report ",FW-DEL-AUX-ARE → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,are⇒<DELETED> → the⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:are→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
426,C2H,"The AAP said, ""Words of an outgoing PM have no effect,"" on the Prime Minister's interview.","AAP say , "" Words of outgoing PM have no effect , "" on Prime Minister 's interview ",FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → an⇒<DELETED> → have⇒have → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:an→ABSENT|FORM-CHG:have→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
427,C2H,An ex-Chief Minister has demanded that the MP government reintroduce the ritual of 'Vande Mataram.',ex - Chief Minister demanded that MP government reintroduce ritual of ' Vande Mataram . ',FW-DEL-ARTICLE-AN → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE,An⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → reintroduce⇒reintroduce → the⇒<DELETED>,5,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:reintroduce→reintroduce|FW-DEL:the→ABSENT,True
428,C2H,"The VHP said, ""Hindus can't wait till eternity for a verdict,"" regarding the Ram Mandir.","VHP say , "" Hindus ca n't wait till eternity for verdict , "" regarding Ram Mandir ",FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → a⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
429,C2H,Tamil Nadu has moved the Supreme Court against the reopening of the Sterlite plant.,Tamil Nadu moved Supreme Court against reopening of Sterlite plant ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
430,C2H,"Brazil has been liberated from socialism, said the new President at his inauguration.","Brazil been liberated from socialism , say new President at his inauguration ",FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → said⇒say → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FORM-CHG:said→say|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
431,C2H,The new President at inauguration said that Brazil is liberated from socialism.,new President at inauguration say that Brazil is liberated from socialism ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FORM-CHG:said→say|C-DEL:PERIOD→ABSENT,True
432,C2H,The Mayor of a city in Mexico was assassinated less than two hours after taking office.,Mayor of city in Mexico was assassinated less than two hours after taking office ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
433,C2H,The government has appointed LIC MD Bhargava as the insurer's interim Chairman.,government appointed LIC MD Bhargava as insurer 's interim Chairman ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
434,C2H,The RBI has allowed restructuring of small business loans of up to ₹25 crore.,RBI allowed restructuring of small business loans of up to ₹ 25 crore ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
435,C2H,Kunal Shah has launched CRED to reward creditworthy credit card users.,Kunal Shah launched CRED to reward creditworthy credit card users ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
436,C2H,Warne gave 150 runs and took only Shastri's wicket on his Test debut.,Warne give 150 runs and take only Shastri 's wicket on his Test debut ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,gave⇒give → took⇒take → .⇒<DELETED>,3,FORM-CHG:gave→give|FORM-CHG:took→take|C-DEL:PERIOD→ABSENT,True
437,C2H,"Deepika commented, ""Hungry anyone?"" about a dosa named after her in a US restaurant.","Deepika comment , "" Hungry anyone ? "" about dosa named after her in US restaurant ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,commented⇒comment → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:commented→comment|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
438,C2H,"Anupam Kher asked YouTube for help, saying, ""'The Accidental' trailer is missing, please help.""","Anupam Kher ask YouTube for help , saying , "" ' Accidental ' trailer missing , please help . """,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-IS,asked⇒ask → The⇒<DELETED> → is⇒<DELETED>,3,FORM-CHG:asked→ask|FW-DEL:the→ABSENT|FW-DEL:is→ABSENT,True
439,C2H,Amy Jackson has gotten engaged to British businessman George Panayiotou.,Amy Jackson gotten engaged to British businessman George Panayiotou ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
440,C2H,"Govinda said, ""Kader Khan was not just my ustaad but a father figure.""","Govinda say , "" Kader Khan was not just my ustaad but father figure . """,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A,said⇒say → a⇒<DELETED>,2,FORM-CHG:said→say|FW-DEL:a→ABSENT,True
441,C2H,A Kolkata professor asked a student to bathe with him in a river.,Kolkata professor ask student to bathe with him in river ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → asked⇒ask → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:asked→ask|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
442,C2H,A neighbour stabbed a couple to death while locals filmed the incident in Delhi.,neighbour stab couple to death while locals film incident in Delhi ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → stabbed⇒stab → a⇒<DELETED> → filmed⇒film → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:a→ABSENT|FORM-CHG:stabbed→stab|FW-DEL:a→ABSENT|FORM-CHG:filmed→film|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
443,C2H,A court granted divorce via WhatsApp as the husband was in Nagpur and the wife was in the US.,court grant divorce via WhatsApp as husband was in Nagpur and wife was in US ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → granted⇒grant → the⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:a→ABSENT|FORM-CHG:granted→grant|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
444,C2H,Two women who entered Sabarimala have asked the Supreme Court for police protection.,Two women who enter Sabarimala asked Supreme Court for police protection ,FORM-CHG-VERB-LEMMA → FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,entered⇒enter → have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:entered→enter|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
445,C2H,Menstruating girls were allegedly confined in a government building in Uttarakhand.,Menstruating girls were allegedly confined in government building in Uttarakhand ,FW-DEL-ARTICLE-A → C-DEL-PERIOD,a⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
446,C2H,"Flipkart's Sachin has paid ₹1,699 crore advance tax for Q1 of FY19, according to a report.","Flipkart 's Sachin paid ₹ 1,699 crore advance tax for Q1 of FY19 , according to report ",FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
447,C2H,"According to reports, Flipkart's Sachin has paid ₹1,699 crore advance tax for Q1 of FY19.","According to reports , Flipkart 's Sachin paid ₹ 1,699 crore advance tax for Q1 of FY19 ",FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
448,C2H,Lakhs of people participated to form a 620-km long Women's Wall in Kerala.,Lakhs of people participate to form 620 - km long Women 's Wall in Kerala ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,participated⇒participate → a⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:participated→participate|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
449,C2H,A woman PhD scholar was found hanging in a hostel room at IIT Madras.,woman PhD scholar was found hanging in hostel room at IIT Madras ,FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
450,C2H,Sabarimala was shut for purification after the entry of women below 50.,Sabarimala was shut for purification after entry of women below 50 ,FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
451,C2H,The MP government has put on hold the singing of Vande Mataram at the Secretariat.,MP government put on hold singing of Vande Mataram at Secretariat ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
452,C2H,A Thai man shot six family members and killed himself at a New Year party.,Thai man shoot six family members and kill himself at New Year party ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → shot⇒shoot → killed⇒kill → a⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:shot→shoot|FORM-CHG:killed→kill|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
453,C2H,China has reserved the right to use force to stop the independence of Taiwan.,China reserved right to use force to stop independence of Taiwan ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
454,C2H,China said that it reserves the right to use force to stop the independence of Taiwan.,China say that it reserve right to use force to stop independence of Taiwan ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → reserves⇒reserve → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FORM-CHG:said→say|FORM-CHG:reserves→reserve|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
455,C2H,The RSS said that PM Modi's stand on the Ram temple is a positive step.,RSS say that PM Modi 's stand on Ram temple is positive step ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → the⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
456,C2H,PM Modi said that Congress wants to weaken the Army with false claims.,PM Modi say that Congress want to weaken Army with false claims ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → wants⇒want → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:wants→want|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
457,C2H,CM Naidu said he bowed down to satisfy the Prime Minister's ego for the sake of Andhra.,CM Naidu say he bow down to satisfy Prime Minister 's ego for sake of Andhra ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → bowed⇒bow → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FORM-CHG:said→say|FORM-CHG:bowed→bow|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
458,C2H,Congress said that the gathbandhan of thugs should start its countdown.,Congress say that gathbandhan of thugs start its countdown ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-SHOULD → C-DEL-PERIOD,said⇒say → the⇒<DELETED> → should⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:should→ABSENT|C-DEL:PERIOD→ABSENT,True
459,C2H,"Kader Khan said in an old interview, ""My mother died on April 1, no one believed me.""","Kader Khan say in old interview , "" My mother die on April 1 , no one believe me . """,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA,said⇒say → an⇒<DELETED> → died⇒die → believed⇒believe,4,FORM-CHG:said→say|FW-DEL:an→ABSENT|FORM-CHG:died→die|FORM-CHG:believed→believe,True
460,C2H,Apple COO said that Qualcomm refused to provide chips for 2018 iPhones.,Apple COO say that Qualcomm refuse to provide chips for 2018 iPhones ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,said⇒say → refused⇒refuse → .⇒<DELETED>,3,FORM-CHG:said→say|FORM-CHG:refused→refuse|C-DEL:PERIOD→ABSENT,True
461,C2H,IAS topper Faesal said that Kashmiris don't relate to the idea of India.,IAS topper Faesal say that Kashmiris n't relate to idea of India ,FORM-CHG-VERB-LEMMA → FW-DEL-AUX-DO → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → do⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:do→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
462,C2H,Gavaskar is set to miss presenting the Border-Gavaskar Trophy to Kohli.,Gavaskar is set to miss presenting Border - Gavaskar Trophy to Kohli ,FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
463,C2H,"Kohli was named captain, and no Australian was included in Cricket Australia's ODI XI of 2018.","Kohli was named captain , and no Australian was included in Cricket Australia 's ODI XI of 2018 ",C-DEL-PERIOD,.⇒<DELETED>,1,C-DEL:PERIOD→ABSENT,True
464,C2H,The President of Venezuela called his Brazilian counterpart 'Hitler.',President of Venezuela call his Brazilian counterpart ' Hitler . ',FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA,The⇒<DELETED> → called⇒call,2,FW-DEL:the→ABSENT|FORM-CHG:called→call,True
465,C2H,United Spirits will sell Four Seasons Wines for ₹31.8 crore.,United Spirits sell Four Seasons Wines for ₹ 31.8 crore ,FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
466,C2H,"India will add 1,000 aircraft in the next 7-8 years, according to the Aviation Secretary.","India add 1,000 aircraft in next 7 - 8 years , according to Aviation Secretary ",FW-DEL-AUX-WILL → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,will⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
467,C2H,Shatrughan Sinha said there is a need to take care of artistes after Kader's death.,Shatrughan Sinha say there be need to take care of artistes after Kader 's death ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → is⇒be → a⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:is→be|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
468,C2H,"Kohli was named captain, and no Australian was included in Cricket Australia's ODI XI of 2018.","Kohli was named captain , and no Australian was included in Cricket Australia 's ODI XI of 2018 ",C-DEL-PERIOD,.⇒<DELETED>,1,C-DEL:PERIOD→ABSENT,True
469,C2H,The President of Venezuela called his Brazilian counterpart 'Hitler.',President of Venezuela call his Brazilian counterpart ' Hitler . ',FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA,The⇒<DELETED> → called⇒call,2,FW-DEL:the→ABSENT|FORM-CHG:called→call,True
470,C2H,United Spirits will sell Four Seasons Wines for ₹31.8 crore.,United Spirits sell Four Seasons Wines for ₹ 31.8 crore ,FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
471,C2H,"India will add 1,000 aircraft in the next 7-8 years, according to the Aviation Secretary.","India add 1,000 aircraft in next 7 - 8 years , according to Aviation Secretary ",FW-DEL-AUX-WILL → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,will⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
472,C2H,Shatrughan Sinha said there is a need to take care of artistes after Kader's death.,Shatrughan Sinha say there be need to take care of artistes after Kader 's death ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → is⇒be → a⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:is→be|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
473,C2H,"VVS Laxman said, ""We should show some empathy to Pandya and KL Rahul.""","VVS Laxman say , "" We show some empathy to Pandya and KL Rahul . """,FORM-CHG-VERB-LEMMA → FW-DEL-AUX-SHOULD,said⇒say → should⇒<DELETED>,2,FORM-CHG:said→say|FW-DEL:should→ABSENT,True
474,C2H,Smriti Irani said that Rahul's family gave the ‘Bharat Ratna’ to themselves.,Smriti Irani say that Rahul 's family give ‘ Bharat Ratna ’ to themselves ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → gave⇒give → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:gave→give|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
475,C2H,Men filed an RTI query on development work and received used condoms in reply.,Men file RTI query on development work and receive used condoms in reply ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,filed⇒file → an⇒<DELETED> → received⇒receive → .⇒<DELETED>,4,FORM-CHG:filed→file|FW-DEL:an→ABSENT|FORM-CHG:received→receive|C-DEL:PERIOD→ABSENT,True
476,C2H,The 10% general category quota has come into force in Jharkhand.,10 % general category quota come into force in Jharkhand ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
477,C2H,"Six people drowned after a boat capsized in the Narmada river, and 36 were rescued.","Six people drowned after boat capsized in Narmada river , and 36 were rescued ",FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,a⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
478,C2H,"Kalki said, ""Virginity is not a treasure to be given as a gift to a husband.""","Kalki say , "" Virginity is not treasure to be given as gift to husband . """,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A,said⇒say → a⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT,True
479,C2H,Pakistani lawmakers have been suspended for not disclosing assets.,Pakistani lawmakers been suspended for not disclosing assets ,FW-DEL-AUX-HAVE → C-DEL-PERIOD,have⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True
480,C2H,"The Huawei Y9 has gone on sale today with free earphones worth ₹2,990.","Huawei Y9 gone on sale today with free earphones worth ₹ 2,990 ",FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
481,C2H,The body of one out of fifteen trapped in the Meghalaya mine was found after 35 days.,body of one out of fifteen trapped in Meghalaya mine was found after 35 days ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
482,C2H,The first plant on the Moon died as the temperature reached -170°C at night.,first plant on Moon die as temperature reach -170 ° C at night ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,The⇒<DELETED> → the⇒<DELETED> → died⇒die → the⇒<DELETED> → reached⇒reach → .⇒<DELETED>,6,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:died→die|FW-DEL:the→ABSENT|FORM-CHG:reached→reach|C-DEL:PERIOD→ABSENT,True
483,C2H,A firm is selling reverse stitched jeans that look like they're inside out.,firm selling reverse stitched jeans that look like they 're inside out ,FW-DEL-ARTICLE-A → FW-DEL-AUX-IS → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,A⇒<DELETED> → is⇒<DELETED> → look⇒look → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FW-DEL:is→ABSENT|FORM-CHG:look→look|C-DEL:PERIOD→ABSENT,True
484,C2H,"Hazel said she was depressed and starved herself, sharing her '10 Year Challenge.'","Hazel say she was depressed and starved herself , sharing her ' 10 Year Challenge . '",FORM-CHG-VERB-LEMMA,said⇒say,1,FORM-CHG:said→say,True
485,C2H,"Virat Kohli said, ""MS Dhoni talks a lot while batting and that helps.""","Virat Kohli say , "" MS Dhoni talk lot while batting and that help . """,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA,said⇒say → talks⇒talk → a⇒<DELETED> → helps⇒help,4,FORM-CHG:said→say|FORM-CHG:talks→talk|FW-DEL:a→ABSENT|FORM-CHG:helps→help,True
486,C2H,Rahul Gandhi said he was upset to hear Jaitley ji isn't well and is 100% with him.,Rahul Gandhi say he was upset to hear Jaitley ji is n't well and is 100 % with him ,FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,said⇒say → .⇒<DELETED>,2,FORM-CHG:said→say|C-DEL:PERIOD→ABSENT,True
487,C2H,BJP President Amit Shah has been diagnosed with swine flu and admitted to AIIMS.,BJP President Amit Shah been diagnosed with swine flu and admit to AIIMS ,FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,has⇒<DELETED> → admitted⇒admit → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FORM-CHG:admitted→admit|C-DEL:PERIOD→ABSENT,True
488,C2H,PM Modi said he told jawans to come back before sunrise during the surgical strike.,PM Modi say he tell jawans to come back before sunrise during surgical strike ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → told⇒tell → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:told→tell|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
489,C2H,"PM Modi said, ""Pakistan ko sudharne mein abhi samay lagega,"" about the surgical strike.","PM Modi say , "" Pakistan ko sudharne mein abhi samay lagega , "" about surgical strike ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → the⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:said→say|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
490,C2H,Sussanne called Sonali her inspiration and fireball on Sonali's birthday.,Sussanne call Sonali her inspiration and fireball on Sonali 's birthday ,FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,called⇒call → .⇒<DELETED>,2,FORM-CHG:called→call|C-DEL:PERIOD→ABSENT,True
