sentence_id,direction,rule_id,rule_type,source_token,target_token,position,confidence
180,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
181,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
181,C2H,FW-DEL-AUX-COULD,FW-DEL,could,<DELETED>,14,0.9
182,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
182,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,is,be,6,0.8
183,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
183,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,ignored,ignore,5,0.8
183,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
183,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
184,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
184,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
184,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
185,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
185,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
185,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
186,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
186,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,2,0.95
186,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
186,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
186,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
187,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
187,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
188,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
188,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,3,0.8
188,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,know,know,6,0.8
188,C2H,FW-DEL-AUX-HAD,FW-DEL,had,<DELETED>,11,0.9
188,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
189,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
189,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
189,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
189,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
190,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
190,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,7,0.9
190,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
190,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
191,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
191,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,told,tell,4,0.8
191,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
191,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
192,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
192,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,9,0.95
193,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,3,0.9
193,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
193,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
194,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
194,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,3,0.9
194,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
194,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
194,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,19,0.95
194,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
195,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,tweeted,tweet,2,0.8
195,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
195,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
196,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
196,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,3,0.9
196,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
196,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
197,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
197,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
197,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
197,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
198,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
198,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
199,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
199,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,fell,fall,5,0.8
199,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
199,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
199,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,14,0.8
199,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
200,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
200,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
200,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
200,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
201,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
201,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,11,0.9
201,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
202,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
202,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
202,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
203,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
203,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
203,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
203,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,quit,quit,10,0.8
203,C2H,FW-DEL-AUX-HAD,FW-DEL,had,<DELETED>,11,0.9
203,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
204,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
204,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
204,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
205,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
205,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,delivered,deliver,5,0.8
205,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
205,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
205,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
206,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
206,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
206,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
207,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
207,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,3,0.8
207,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
207,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
208,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,2,0.9
208,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,9,0.95
209,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
209,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,connects,connect,6,0.8
209,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
210,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
210,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
210,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
211,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
211,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
211,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
211,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
212,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
212,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
212,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
212,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,advised,advise,9,0.8
212,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,gave,give,14,0.8
212,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
213,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
213,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
213,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,hid,hide,11,0.8
213,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
214,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
214,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
214,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,7,0.9
214,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
214,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
215,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
215,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
216,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
216,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
217,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
217,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
218,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
218,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
218,C2H,FW-DEL-AUX-ARE,FW-DEL,are,<DELETED>,9,0.9
218,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
219,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,looted,loot,1,0.8
219,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,thrashed,thrash,8,0.8
219,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
219,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
220,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,5,0.9
220,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
220,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
221,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,2,0.95
221,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
221,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,11,0.9
221,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
221,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
222,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
222,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
222,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
222,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
223,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
223,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,dyed,dye,7,0.8
223,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,claimed,claim,12,0.8
223,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,entered,enter,15,0.8
223,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,16,0.95
223,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
224,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
224,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,needed,need,2,0.8
224,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
224,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,won,win,12,0.8
224,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
225,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
225,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
225,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,11,0.8
225,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
225,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
226,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,3,0.9
226,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
226,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
226,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
227,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
227,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
228,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
228,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
228,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
228,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
229,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
229,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,texted,texte,3,0.8
229,C2H,FW-DEL-AUX-WAS,FW-DEL,was,<DELETED>,8,0.9
229,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,19,0.95
229,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
230,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
230,C2H,FW-DEL-AUX-CAN,FW-DEL,can,<DELETED>,7,0.9
230,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
230,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
230,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,work,work,16,0.8
230,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
231,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
232,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
232,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
233,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
233,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
233,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
234,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
234,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,is,be,5,0.8
234,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,covers,cover,12,0.8
234,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
234,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
235,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
235,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
235,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
235,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
236,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
236,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,6,0.9
236,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
237,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,3,0.9
237,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
237,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
238,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
238,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
238,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
239,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
239,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,5,0.95
239,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,thrashed,thrash,9,0.8
239,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
240,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
240,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
240,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
241,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
241,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
241,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
242,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
242,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
242,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
242,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
243,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
243,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
243,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
243,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
243,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
244,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
244,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
244,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,13,0.95
244,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
245,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
245,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
245,C2H,FW-DEL-AUX-ARE,FW-DEL,are,<DELETED>,7,0.9
245,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
246,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
246,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
246,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
246,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
246,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
246,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
247,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
247,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,Heard,hear,7,0.8
247,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
247,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,need,need,15,0.8
248,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
248,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
249,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
249,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,8,0.9
249,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,abused,abuse,13,0.8
249,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
250,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
250,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,3,0.9
250,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
250,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
251,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
251,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
252,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
252,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
252,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,hid,hide,16,0.8
252,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,21,0.95
253,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
253,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
253,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
253,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
253,C2H,FW-DEL-AUX-CAN,FW-DEL,can,<DELETED>,12,0.9
253,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
254,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
254,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,suggests,suggest,2,0.8
254,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
254,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,7,0.9
254,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
254,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
255,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
255,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
255,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
256,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
256,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
256,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
256,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
257,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
257,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
257,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,8,0.9
257,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,shows,show,13,0.8
257,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,damage,damage,16,0.8
257,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
258,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
258,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,condemn,condemn,6,0.8
258,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
258,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
258,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,14,0.95
259,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
259,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
260,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
260,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
261,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
261,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
262,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
262,C2H,FW-DEL-AUX-CAN,FW-DEL,can,<DELETED>,4,0.9
262,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
262,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
263,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
263,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
263,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
263,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,says,say,12,0.8
263,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
264,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
264,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
264,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
264,C2H,FW-DEL-AUX-SHOULD,FW-DEL,should,<DELETED>,8,0.9
264,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
265,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
265,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,startup,startup,4,0.8
265,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,15,0.95
265,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
266,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,has,have,1,0.8
266,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
267,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
267,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
267,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,is,be,7,0.8
267,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,8,0.95
