newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
Hindustan-Times,411,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,case,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obj,nmod,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,15,11,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,16,16,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,12,12,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,8,7,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,25,19,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.93,2.10,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,411,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.40,2.25,A US billionaire has bought a ₹870 crore London house near Buckingham Palace.,US billionaire buys ₹870 crore London house near Buckingham Palace,,,,,,
Hindustan-Times,412,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,amod,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,compound,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,acl,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,case,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,nummod,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,obl,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,mark,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nummod,advcl,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,det,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,amod,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,advcl,obj,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,16,12,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,21,21,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,12,12,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,both,H-TYPE,Headline Type,H-TYPE,,fragment,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,10,8,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,28,22,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.60,2.00,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,412,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.25,2.10,An Egyptian TV host has been jailed for one year for interviewing a gay man.,Egyptian TV host jailed for 1 year for interviewing a gay man,,,,,,
Hindustan-Times,413,dependency,FW-DEL,Function Word Deletion,FW-DEL,SCONJ-DEL,ABSENT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,csubj,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,punct,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,obj,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,ccomp,punct,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,xcomp,cop,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,punct,case,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obj,ccomp,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cop,appos,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,14,11,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Ger,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Ger,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Ger,Fin,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Ger,Fin,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Ger,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,15,15,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,10,10,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,18,18,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,colon,Kangana has said that people said directing 'Manikarnika' is,ika' is like suicide**:** Kangana,colon,51.0,ika' is like suicide**:** Kangana,ika' is like suicide,Kangana,
Hindustan-Times,413,both,PUNCT-SUBST,Punctuation Substitution,PUNCT-SUBST,that,:,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,13,10,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,31,25,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.69,2.40,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
Hindustan-Times,413,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.76,1.71,Kangana has said that people said directing 'Manikarnika' is like suicide.,People said directing 'Manikarnika' is like suicide: Kangana,,,,,,
