pair_index,event_type,word/constituent,pos_label,parent_label,grandparent_label,additional_context
484,word_added,",",",",VP,VP,"['said'], ['""', 'We', 'will', 'organise', 'the', 'Bhojpuri', 'Mahotsav', 'next', 'year']"
484,word_added,"""",'',SBAR,VP,"['We', 'will', 'organise', 'the', 'Bhojpuri', 'Mahotsav', 'next', 'year']"
484,word_added,.,.,S,ROOT,"['The', 'Prime', 'Minister', 'of', 'Mauritius'], ['has', 'said', ',', '""', 'We', 'will', 'organise', 'the', 'Bhojpuri', 'Mahotsav', 'next', 'year'], ['""']"
484,word_added,Minister,NNP,NP,NP,"['The'], ['Prime']"
484,word_added,has,VBZ,VP,S,"['said', ',', '""', 'We', 'will', 'organise', 'the', 'Bhojpuri', 'Mahotsav', 'next', 'year']"
484,word_added,will,MD,VP,S,"['organise', 'the', 'Bhojpuri', 'Mahotsav', 'next', 'year']"
484,word_added,We,PRP,NP,S,
484,constituent_added,The Prime Minister,NP,NP,,
484,constituent_added,Mauritius,NP,PP,,
484,constituent_added,of Mauritius,PP,NP,,
484,constituent_added,The Prime Minister of Mauritius,NP,S,,
484,constituent_added,We,NP,S,,
484,constituent_added,the Bhojpuri Mahotsav,NP,VP,,
484,constituent_added,next year,NP,VP,,
484,constituent_added,organise the Bhojpuri Mahotsav next year,VP,VP,,
484,constituent_added,will organise the Bhojpuri Mahotsav next year,VP,S,,
484,constituent_added,We will organise the Bhojpuri Mahotsav next year,S,SBAR,,
484,constituent_added,""" We will organise the Bhojpuri Mahotsav next year",SBAR,VP,,
484,constituent_added,"said , "" We will organise the Bhojpuri Mahotsav next year",VP,VP,,
484,constituent_added,"has said , "" We will organise the Bhojpuri Mahotsav next year",VP,S,,
484,constituent_added,"The Prime Minister of Mauritius has said , "" We will organise the Bhojpuri Mahotsav next year . """,S,ROOT,,
484,constituent_added,"The Prime Minister of Mauritius has said , "" We will organise the Bhojpuri Mahotsav next year . """,ROOT,,,
484,constituent_removed,Bhojpuri Mahotsav,NP,VP,,
484,constituent_removed,next year,NP,VP,,
484,constituent_removed,Mauritius PM,NP,VP,,
484,constituent_removed,organise Bhojpuri Mahotsav next year : Mauritius PM,VP,VP,,
484,constituent_removed,Will organise Bhojpuri Mahotsav next year : Mauritius PM,VP,ROOT,,
484,constituent_removed,Will organise Bhojpuri Mahotsav next year : Mauritius PM,ROOT,,,
485,word_removed,submits,VBZ,VP,S,"['fake', 'death', 'certificate'], ['to', 'evade', 'trial', 'for', 'raping', 'minor']"
485,word_removed,Man,NN,NP,S,
485,word_added,man,NN,NP,S,['A']
485,word_added,a,DT,NP,VP,"['fake'], ['death'], ['certificate']"
485,word_added,.,.,S,ROOT,"['A', 'man'], ['submitted', 'a', 'fake', 'death', 'certificate', 'to', 'evade', 'trial', 'for', 'raping', 'a', 'minor']"
485,word_added,submitted,VBD,VP,S,"['a', 'fake', 'death', 'certificate'], ['to', 'evade', 'trial', 'for', 'raping', 'a', 'minor']"
485,word_added,A,DT,NP,S,['man']
485,constituent_added,A man,NP,S,,
485,constituent_added,a fake death certificate,NP,VP,,
485,constituent_added,trial,NP,VP,,
485,constituent_added,a minor,NP,VP,,
485,constituent_added,raping a minor,VP,S,,
485,constituent_added,raping a minor,S,PP,,
485,constituent_added,for raping a minor,PP,VP,,
485,constituent_added,evade trial for raping a minor,VP,VP,,
485,constituent_added,to evade trial for raping a minor,VP,S,,
485,constituent_added,to evade trial for raping a minor,S,VP,,
485,constituent_added,submitted a fake death certificate to evade trial for raping a minor,VP,S,,
485,constituent_added,A man submitted a fake death certificate to evade trial for raping a minor .,S,ROOT,,
485,constituent_added,A man submitted a fake death certificate to evade trial for raping a minor .,ROOT,,,
485,constituent_removed,Man,NP,S,,
485,constituent_removed,fake death certificate,NP,VP,,
485,constituent_removed,trial,NP,NP,,
485,constituent_removed,minor,NP,VP,,
485,constituent_removed,raping minor,VP,S,,
485,constituent_removed,raping minor,S,PP,,
485,constituent_removed,for raping minor,PP,NP,,
485,constituent_removed,trial for raping minor,NP,VP,,
485,constituent_removed,evade trial for raping minor,VP,VP,,
485,constituent_removed,to evade trial for raping minor,VP,S,,
485,constituent_removed,to evade trial for raping minor,S,VP,,
485,constituent_removed,submits fake death certificate to evade trial for raping minor,VP,S,,
485,constituent_removed,Man submits fake death certificate to evade trial for raping minor,S,ROOT,,
485,constituent_removed,Man submits fake death certificate to evade trial for raping minor,ROOT,,,
486,word_removed,Woman,NN,NP,NP,
486,word_removed,:,:,NP,VP,"['no', 'fear'], ['Woman', 'who', 'entered', 'Sabarimala']"
486,word_added,The,DT,NP,NP,['woman']
486,word_added,woman,NN,NP,NP,['The']
486,word_added,said,VBN,VP,VP,"[','], ['""', 'They', 'may', 'kill', 'me']"
486,word_added,"""",'',SBAR,VP,"['They', 'may', 'kill', 'me']"
486,word_added,.,.,S,ROOT,"['The', 'woman', 'who', 'entered', 'Sabarimala', 'has', 'said', ',', '""', 'They', 'may', 'kill', 'me'], [','], ['but'], ['I', 'feel', 'no', 'fear'], ['""']"
486,word_added,has,VBZ,VP,S,"['said', ',', '""', 'They', 'may', 'kill', 'me']"
486,constituent_added,The woman,NP,NP,,
486,constituent_added,who,WHNP,SBAR,,
486,constituent_added,Sabarimala,NP,VP,,
486,constituent_added,entered Sabarimala,VP,S,,
486,constituent_added,entered Sabarimala,S,SBAR,,
486,constituent_added,who entered Sabarimala,SBAR,NP,,
486,constituent_added,The woman who entered Sabarimala,NP,S,,
486,constituent_added,They,NP,S,,
486,constituent_added,me,NP,VP,,
486,constituent_added,kill me,VP,VP,,
486,constituent_added,may kill me,VP,S,,
486,constituent_added,They may kill me,S,SBAR,,
486,constituent_added,""" They may kill me",SBAR,VP,,
486,constituent_added,"said , "" They may kill me",VP,VP,,
486,constituent_added,"has said , "" They may kill me",VP,S,,
486,constituent_added,"The woman who entered Sabarimala has said , "" They may kill me",S,S,,
486,constituent_added,I,NP,S,,
486,constituent_added,no fear,NP,VP,,
486,constituent_added,feel no fear,VP,S,,
486,constituent_added,I feel no fear,S,S,,
486,constituent_added,"The woman who entered Sabarimala has said , "" They may kill me , but I feel no fear . """,S,ROOT,,
486,constituent_added,"The woman who entered Sabarimala has said , "" They may kill me , but I feel no fear . """,ROOT,,,
486,constituent_removed,They,NP,S,,
486,constituent_removed,me,NP,VP,,
486,constituent_removed,kill me,VP,VP,,
486,constituent_removed,may kill me,VP,S,,
486,constituent_removed,They may kill me,S,S,,
486,constituent_removed,I,NP,S,,
486,constituent_removed,no fear,NP,NP,,
486,constituent_removed,Woman,NP,NP,,
486,constituent_removed,who,WHNP,SBAR,,
486,constituent_removed,Sabarimala,NP,VP,,
486,constituent_removed,entered Sabarimala,VP,S,,
486,constituent_removed,entered Sabarimala,S,SBAR,,
486,constituent_removed,who entered Sabarimala,SBAR,NP,,
486,constituent_removed,Woman who entered Sabarimala,NP,NP,,
486,constituent_removed,no fear : Woman who entered Sabarimala,NP,VP,,
486,constituent_removed,feel no fear : Woman who entered Sabarimala,VP,S,,
486,constituent_removed,I feel no fear : Woman who entered Sabarimala,S,S,,
486,constituent_removed,"They may kill me , but I feel no fear : Woman who entered Sabarimala",S,ROOT,,
486,constituent_removed,"They may kill me , but I feel no fear : Woman who entered Sabarimala",ROOT,,,
487,word_removed,N,NNP,NP,S,"['Undeclared'], ['Korean'], ['base']"
487,word_removed,Think,VB,VP,S,['tank']
487,word_removed,Undeclared,JJ,NP,S,"['N'], ['Korean'], ['base']"
487,word_removed,:,:,PP,VP,"['as', 'missile', 'headquarters'], ['Think', 'tank']"
487,word_added,undeclared,JJ,NP,S,"['an'], ['North', 'Korean'], ['base']"
487,word_added,a,DT,NP,PP,"['missile'], ['headquarters']"
487,word_added,said,VBN,VP,VP,"['that', 'an', 'undeclared', 'North', 'Korean', 'base', 'serves', 'as', 'a', 'missile', 'headquarters']"
487,word_added,.,.,S,ROOT,"['A', 'think', 'tank'], ['has', 'said', 'that', 'an', 'undeclared', 'North', 'Korean', 'base', 'serves', 'as', 'a', 'missile', 'headquarters']"
487,word_added,North,NNP,ADJP,NP,['Korean']
487,word_added,an,DT,NP,S,"['undeclared'], ['North', 'Korean'], ['base']"
487,word_added,think,NN,NP,S,"['A'], ['tank']"
487,word_added,that,IN,SBAR,VP,"['an', 'undeclared', 'North', 'Korean', 'base', 'serves', 'as', 'a', 'missile', 'headquarters']"
487,word_added,has,VBZ,VP,S,"['said', 'that', 'an', 'undeclared', 'North', 'Korean', 'base', 'serves', 'as', 'a', 'missile', 'headquarters']"
487,word_added,A,DT,NP,S,"['think'], ['tank']"
487,constituent_added,A think tank,NP,S,,
487,constituent_added,North Korean,ADJP,NP,,
487,constituent_added,an undeclared North Korean base,NP,S,,
487,constituent_added,a missile headquarters,NP,PP,,
487,constituent_added,as a missile headquarters,PP,VP,,
487,constituent_added,serves as a missile headquarters,VP,S,,
487,constituent_added,an undeclared North Korean base serves as a missile headquarters,S,SBAR,,
487,constituent_added,that an undeclared North Korean base serves as a missile headquarters,SBAR,VP,,
487,constituent_added,said that an undeclared North Korean base serves as a missile headquarters,VP,VP,,
487,constituent_added,has said that an undeclared North Korean base serves as a missile headquarters,VP,S,,
487,constituent_added,A think tank has said that an undeclared North Korean base serves as a missile headquarters .,S,ROOT,,
487,constituent_added,A think tank has said that an undeclared North Korean base serves as a missile headquarters .,ROOT,,,
487,constituent_removed,Undeclared N Korean base,NP,S,,
487,constituent_removed,missile headquarters,NP,PP,,
487,constituent_removed,as missile headquarters,PP,PP,,
487,constituent_removed,tank,NP,VP,,
487,constituent_removed,Think tank,VP,S,,
487,constituent_removed,Think tank,S,PP,,
487,constituent_removed,as missile headquarters : Think tank,PP,VP,,
487,constituent_removed,serves as missile headquarters : Think tank,VP,S,,
487,constituent_removed,Undeclared N Korean base serves as missile headquarters : Think tank,S,ROOT,,
487,constituent_removed,Undeclared N Korean base serves as missile headquarters : Think tank,ROOT,,,
488,word_removed,yr,NN,NP,ADJP,"['2'], ['-']"
488,word_removed,dad,NN,NP,S,
488,word_removed,2,CD,NP,ADJP,"['-'], ['yr']"
488,word_removed,walks,NNS,NP,NP,"['2', '-', 'yr', '-', 'old']"
488,word_removed,gets,VBZ,VP,S,['arrested']
488,word_added,the,DT,NP,PP,['police']
488,word_added,year,NN,NP,ADJP,"['two'], ['-']"
488,word_added,father,NN,NP,S,['her']
488,word_added,.,.,S,ROOT,"['A', 'two', '-', 'year', '-', 'old'], ['walked', 'toward', 'the', 'police', 'with', 'her', 'hands', 'up', 'as', 'her', 'father', 'was', 'being', 'arrested']"
488,word_added,walked,VBD,VP,S,"['toward', 'the', 'police'], ['with', 'her', 'hands'], ['up'], ['as', 'her', 'father', 'was', 'being', 'arrested']"
488,word_added,was,VBD,VP,S,"['being', 'arrested']"
488,word_added,being,VBG,VP,VP,['arrested']
488,word_added,two,CD,NP,ADJP,"['-'], ['year']"
488,word_added,A,DT,NP,S,"['two', '-', 'year', '-', 'old']"
488,pos_change,police,headline: NNS | canonical: NN,NP,NP,
488,constituent_added,two - year,NP,ADJP,,
488,constituent_added,two - year - old,ADJP,NP,,
488,constituent_added,the police,NP,PP,,
488,constituent_added,toward the police,PP,VP,,
488,constituent_added,her hands,NP,PP,,
488,constituent_added,with her hands,PP,VP,,
488,constituent_added,up,ADVP,VP,,
488,constituent_added,her father,NP,S,,
488,constituent_added,arrested,VP,VP,,
488,constituent_added,being arrested,VP,VP,,
488,constituent_added,was being arrested,VP,S,,
488,constituent_added,her father was being arrested,S,SBAR,,
488,constituent_added,as her father was being arrested,SBAR,VP,,
488,constituent_added,walked toward the police with her hands up as her father was being arrested,VP,S,,
488,constituent_added,A two - year - old walked toward the police with her hands up as her father was being arrested .,S,ROOT,,
488,constituent_added,A two - year - old walked toward the police with her hands up as her father was being arrested .,ROOT,,,
488,constituent_removed,2 - yr,NP,ADJP,,
488,constituent_removed,2 - yr - old,ADJP,NP,,
488,constituent_removed,police,NP,NP,,
488,constituent_removed,her hands,NP,NP,,
488,constituent_removed,up,ADVP,NP,,
488,constituent_removed,her hands up,NP,PP,,
488,constituent_removed,with her hands up,PP,NP,,
488,constituent_removed,police with her hands up,NP,PP,,
488,constituent_removed,toward police with her hands up,PP,NP,,
488,constituent_removed,dad,NP,S,,
488,constituent_removed,arrested,VP,VP,,
488,constituent_removed,gets arrested,VP,S,,
488,constituent_removed,dad gets arrested,S,SBAR,,
488,constituent_removed,as dad gets arrested,SBAR,NP,,
488,constituent_removed,2 - yr - old walks toward police with her hands up as dad gets arrested,NP,ROOT,,
488,constituent_removed,2 - yr - old walks toward police with her hands up as dad gets arrested,ROOT,,,
489,word_removed,bn,CD,QP,PP,"['$'], ['175']"
489,word_added,of,IN,PP,NP,"['the', '2009', 'Davos', 'summit']"
489,word_added,the,DT,NP,PP,"['2009'], ['Davos'], ['summit']"
489,word_added,are,VBP,VP,S,"['now'], ['richer'], ['by', '$', '175', 'billion']"
489,word_added,.,.,S,ROOT,"['Twelve', 'attendees', 'of', 'the', '2009', 'Davos', 'summit', ',', 'including', 'Ambani', ','], ['are', 'now', 'richer', 'by', '$', '175', 'billion']"
489,word_added,billion,CD,QP,NP,"['$'], ['175']"
489,word_added,summit,NN,NP,PP,"['the'], ['2009'], ['Davos']"
489,constituent_added,Twelve attendees,NP,NP,,
489,constituent_added,the 2009 Davos summit,NP,PP,,
489,constituent_added,of the 2009 Davos summit,PP,NP,,
489,constituent_added,Ambani,NP,PP,,
489,constituent_added,including Ambani,PP,NP,,
489,constituent_added,"Twelve attendees of the 2009 Davos summit , including Ambani ,",NP,S,,
489,constituent_added,now,ADVP,VP,,
489,constituent_added,richer,ADJP,VP,,
489,constituent_added,$ 175 billion,QP,NP,,
489,constituent_added,$ 175 billion,NP,PP,,
489,constituent_added,by $ 175 billion,PP,VP,,
489,constituent_added,are now richer by $ 175 billion,VP,S,,
489,constituent_added,"Twelve attendees of the 2009 Davos summit , including Ambani , are now richer by $ 175 billion .",S,ROOT,,
489,constituent_added,"Twelve attendees of the 2009 Davos summit , including Ambani , are now richer by $ 175 billion .",ROOT,,,
489,constituent_removed,Twelve 2009 Davos attendees,NP,NP,,
489,constituent_removed,Ambani,NP,NP,,
489,constituent_removed,$ 175 bn,QP,PP,,
489,constituent_removed,by $ 175 bn,PP,ADJP,,
489,constituent_removed,now richer by $ 175 bn,ADJP,NP,,
489,constituent_removed,"Ambani , now richer by $ 175 bn",NP,PP,,
489,constituent_removed,"including Ambani , now richer by $ 175 bn",PP,NP,,
489,constituent_removed,"Twelve 2009 Davos attendees , including Ambani , now richer by $ 175 bn",NP,ROOT,,
489,constituent_removed,"Twelve 2009 Davos attendees , including Ambani , now richer by $ 175 bn",ROOT,,,
490,word_removed,:,:,VP,VP,"['turn'], ['actor'], ['into', 'star'], ['Vicky', 'on', 'success', 'of', ""'"", 'Uri']"
490,word_added,the,DT,NP,NP,['success']
490,word_added,a,DT,NP,PP,['star']
490,word_added,said,VBN,VP,VP,"[','], ['""', 'A', 'film', 'can', 'turn', 'an', 'actor', 'into', 'a', 'star', ',', '""', 'on', 'the', 'success', 'of', ""'"", 'Uri']"
490,word_added,"""",'',SBAR,VP,"['A', 'film', 'can', 'turn', 'an', 'actor', 'into', 'a', 'star', ',', '""', 'on', 'the', 'success', 'of', ""'"", 'Uri']"
490,word_added,",",",",VP,VP,"['said'], ['""', 'A', 'film', 'can', 'turn', 'an', 'actor', 'into', 'a', 'star', ',', '""', 'on', 'the', 'success', 'of', ""'"", 'Uri']"
490,word_added,an,DT,NP,VP,['actor']
490,word_added,has,VBZ,VP,S,"['said', ',', '""', 'A', 'film', 'can', 'turn', 'an', 'actor', 'into', 'a', 'star', ',', '""', 'on', 'the', 'success', 'of', ""'"", 'Uri']"
490,constituent_added,Vicky,NP,S,,
490,constituent_added,A film,NP,S,,
490,constituent_added,an actor,NP,VP,,
490,constituent_added,a star,NP,PP,,
490,constituent_added,the success,NP,NP,,
490,constituent_added,Uri,NP,PP,,
490,constituent_added,of ' Uri,PP,NP,,
490,constituent_added,the success of ' Uri,NP,PP,,
490,constituent_added,on the success of ' Uri,PP,VP,,
490,constituent_added,"turn an actor into a star , "" on the success of ' Uri",VP,VP,,
490,constituent_added,"can turn an actor into a star , "" on the success of ' Uri",VP,S,,
490,constituent_added,"A film can turn an actor into a star , "" on the success of ' Uri",S,SBAR,,
490,constituent_added,""" A film can turn an actor into a star , "" on the success of ' Uri",SBAR,VP,,
490,constituent_added,"said , "" A film can turn an actor into a star , "" on the success of ' Uri",VP,VP,,
490,constituent_added,"has said , "" A film can turn an actor into a star , "" on the success of ' Uri",VP,S,,
490,constituent_added,"Vicky has said , "" A film can turn an actor into a star , "" on the success of ' Uri ... '",S,ROOT,,
490,constituent_added,"Vicky has said , "" A film can turn an actor into a star , "" on the success of ' Uri ... '",ROOT,,,
490,constituent_removed,A film,NP,S,,
490,constituent_removed,actor,NP,VP,,
490,constituent_removed,star,NP,PP,,
490,constituent_removed,into star,PP,VP,,
490,constituent_removed,Vicky,NP,NP,,
490,constituent_removed,success,NP,NP,,
490,constituent_removed,Uri,NP,PP,,
490,constituent_removed,success of ' Uri,NP,PP,,
490,constituent_removed,on success of ' Uri,PP,NP,,
490,constituent_removed,Vicky on success of ' Uri,NP,VP,,
490,constituent_removed,turn actor into star : Vicky on success of ' Uri,VP,VP,,
490,constituent_removed,can turn actor into star : Vicky on success of ' Uri,VP,S,,
490,constituent_removed,A film can turn actor into star : Vicky on success of ' Uri ... ',S,ROOT,,
490,constituent_removed,A film can turn actor into star : Vicky on success of ' Uri ... ',ROOT,,,
491,word_removed,Welcome,UH,VP,S,"['to', 'actor', ""'s"", 'world']"
491,word_removed,praises,VBZ,VP,S,"['Vicky'], ['for', ""'"", 'Uri']"
491,word_removed,:,:,S,ROOT,"['Welcome', 'to', 'actor', ""'s"", 'world'], ['Anupam', 'praises', 'Vicky', 'for', ""'"", 'Uri'], ['...'], [""'""]"
491,word_added,the,DT,NP,NP,"['actor'], [""'s""]"
491,word_added,welcomed,VBN,VP,VP,"['Vicky'], ['to', 'the', 'actor', ""'s"", 'world']"
491,word_added,praised,VBD,VP,VP,"['him'], ['for', ""'"", 'Uri']"
491,word_added,has,VBZ,VP,VP,"['welcomed', 'Vicky', 'to', 'the', 'actor', ""'s"", 'world']"
491,word_added,and,CC,VP,S,"['has', 'welcomed', 'Vicky', 'to', 'the', 'actor', ""'s"", 'world'], ['praised', 'him', 'for', ""'"", 'Uri']"
491,word_added,him,PRP,NP,VP,
491,constituent_added,Anupam,NP,S,,
491,constituent_added,Vicky,NP,VP,,
491,constituent_added,the actor 's,NP,NP,,
491,constituent_added,the actor 's world,NP,PP,,
491,constituent_added,to the actor 's world,PP,VP,,
491,constituent_added,welcomed Vicky to the actor 's world,VP,VP,,
491,constituent_added,has welcomed Vicky to the actor 's world,VP,VP,,
491,constituent_added,Uri,NP,PP,,
491,constituent_added,for ' Uri,PP,VP,,
491,constituent_added,praised him for ' Uri,VP,VP,,
491,constituent_added,has welcomed Vicky to the actor 's world and praised him for ' Uri,VP,S,,
491,constituent_added,Anupam has welcomed Vicky to the actor 's world and praised him for ' Uri ... ',S,ROOT,,
491,constituent_added,Anupam has welcomed Vicky to the actor 's world and praised him for ' Uri ... ',ROOT,,,
491,constituent_removed,actor 's,NP,NP,,
491,constituent_removed,actor 's world,NP,PP,,
491,constituent_removed,to actor 's world,PP,VP,,
491,constituent_removed,Welcome to actor 's world,VP,S,,
491,constituent_removed,Welcome to actor 's world,S,S,,
491,constituent_removed,Anupam,NP,S,,
491,constituent_removed,Vicky,NP,VP,,
491,constituent_removed,for ' Uri,PP,VP,,
491,constituent_removed,praises Vicky for ' Uri,VP,S,,
491,constituent_removed,Anupam praises Vicky for ' Uri,S,S,,
491,constituent_removed,Welcome to actor 's world : Anupam praises Vicky for ' Uri ... ',S,ROOT,,
491,constituent_removed,Welcome to actor 's world : Anupam praises Vicky for ' Uri ... ',ROOT,,,
492,word_removed,:,:,NP,VP,"['my', 'life'], ['Riddhima', 'to', 'Rishi', ',', 'Neetu', 'on', 'anniversary']"
492,word_added,their,PRP$,NP,PP,['anniversary']
492,word_added,said,VBN,VP,VP,"['to', 'Rishi', 'and', 'Neetu'], ['on', 'their', 'anniversary']"
492,word_added,.,.,S,ROOT,"['Riddhima', 'has', 'said', 'to', 'Rishi', 'and', 'Neetu', 'on', 'their', 'anniversary'], [','], ['""'], ['You', 'two', 'are', 'my', 'life'], ['""']"
492,word_added,"""",'',S,ROOT,"['Riddhima', 'has', 'said', 'to', 'Rishi', 'and', 'Neetu', 'on', 'their', 'anniversary'], [','], ['You', 'two', 'are', 'my', 'life'], ['.'], ['""']"
492,word_added,has,VBZ,VP,S,"['said', 'to', 'Rishi', 'and', 'Neetu', 'on', 'their', 'anniversary']"
492,word_added,and,CC,NP,PP,"['Rishi'], ['Neetu']"
492,constituent_added,Riddhima,NP,S,,
492,constituent_added,Rishi and Neetu,NP,PP,,
492,constituent_added,to Rishi and Neetu,PP,VP,,
492,constituent_added,their anniversary,NP,PP,,
492,constituent_added,on their anniversary,PP,VP,,
492,constituent_added,said to Rishi and Neetu on their anniversary,VP,VP,,
492,constituent_added,has said to Rishi and Neetu on their anniversary,VP,S,,
492,constituent_added,Riddhima has said to Rishi and Neetu on their anniversary,S,S,,
492,constituent_added,You two,NP,S,,
492,constituent_added,my life,NP,VP,,
492,constituent_added,are my life,VP,S,,
492,constituent_added,You two are my life,S,S,,
492,constituent_added,"Riddhima has said to Rishi and Neetu on their anniversary , "" You two are my life . """,S,ROOT,,
492,constituent_added,"Riddhima has said to Rishi and Neetu on their anniversary , "" You two are my life . """,ROOT,,,
492,constituent_removed,You two,NP,S,,
492,constituent_removed,my life,NP,NP,,
492,constituent_removed,Riddhima,NP,NP,,
492,constituent_removed,Rishi,NP,NP,,
492,constituent_removed,Neetu,NP,NP,,
492,constituent_removed,"Rishi , Neetu",NP,PP,,
492,constituent_removed,"to Rishi , Neetu",PP,NP,,
492,constituent_removed,anniversary,NP,PP,,
492,constituent_removed,on anniversary,PP,NP,,
492,constituent_removed,"Riddhima to Rishi , Neetu on anniversary",NP,NP,,
492,constituent_removed,"my life : Riddhima to Rishi , Neetu on anniversary",NP,VP,,
492,constituent_removed,"are my life : Riddhima to Rishi , Neetu on anniversary",VP,S,,
492,constituent_removed,"You two are my life : Riddhima to Rishi , Neetu on anniversary",S,ROOT,,
492,constituent_removed,"You two are my life : Riddhima to Rishi , Neetu on anniversary",ROOT,,,
493,word_removed,:,:,S,ROOT,"['Rani', 'was', 'unable', 'to', 'articulate', 'herself', 'on', '#', 'MeToo'], ['Kangana']"
493,word_added,said,VBN,VP,VP,"['that', 'Rani', 'was', 'unable', 'to', 'articulate', 'herself', 'on', '#', 'MeToo']"
493,word_added,.,.,S,ROOT,"['Kangana'], ['has', 'said', 'that', 'Rani', 'was', 'unable', 'to', 'articulate', 'herself', 'on', '#', 'MeToo']"
493,word_added,has,VBZ,VP,S,"['said', 'that', 'Rani', 'was', 'unable', 'to', 'articulate', 'herself', 'on', '#', 'MeToo']"
493,word_added,that,IN,SBAR,VP,"['Rani', 'was', 'unable', 'to', 'articulate', 'herself', 'on', '#', 'MeToo']"
493,constituent_added,Rani,NP,S,,
493,constituent_added,herself,NP,VP,,
493,constituent_added,# MeToo,NP,PP,,
493,constituent_added,on # MeToo,PP,VP,,
493,constituent_added,articulate herself on # MeToo,VP,VP,,
493,constituent_added,to articulate herself on # MeToo,VP,S,,
493,constituent_added,to articulate herself on # MeToo,S,ADJP,,
493,constituent_added,unable to articulate herself on # MeToo,ADJP,VP,,
493,constituent_added,was unable to articulate herself on # MeToo,VP,S,,
493,constituent_added,Rani was unable to articulate herself on # MeToo,S,SBAR,,
493,constituent_added,that Rani was unable to articulate herself on # MeToo,SBAR,VP,,
493,constituent_added,said that Rani was unable to articulate herself on # MeToo,VP,VP,,
493,constituent_added,has said that Rani was unable to articulate herself on # MeToo,VP,S,,
493,constituent_added,Kangana has said that Rani was unable to articulate herself on # MeToo .,S,ROOT,,
493,constituent_added,Kangana has said that Rani was unable to articulate herself on # MeToo .,ROOT,,,
493,constituent_removed,herself,NP,VP,,
493,constituent_removed,# MeToo,NP,PP,,
493,constituent_removed,on # MeToo,PP,VP,,
493,constituent_removed,articulate herself on # MeToo,VP,VP,,
493,constituent_removed,to articulate herself on # MeToo,VP,S,,
493,constituent_removed,to articulate herself on # MeToo,S,ADJP,,
493,constituent_removed,unable to articulate herself on # MeToo,ADJP,VP,,
493,constituent_removed,was unable to articulate herself on # MeToo,VP,S,,
493,constituent_removed,Rani was unable to articulate herself on # MeToo,S,S,,
493,constituent_removed,Kangana,NP,S,,
493,constituent_removed,Rani was unable to articulate herself on # MeToo : Kangana,S,ROOT,,
493,constituent_removed,Rani was unable to articulate herself on # MeToo : Kangana,ROOT,,,
494,word_removed,:,:,S,ROOT,"['If', 'script', 'is', 'good', ',', 'I', ""'ll"", 'definitely', 'work', 'with', 'Sushant'], ['Ankita']"
494,word_added,the,DT,NP,S,['script']
494,word_added,said,VBN,VP,VP,"[','], ['""', 'If', 'the', 'script', 'is', 'good', ',', 'I', ""'ll"", 'definitely', 'work', 'with', 'Sushant']"
494,word_added,"""",'',SBAR,VP,"['If', 'the', 'script', 'is', 'good', ',', 'I', ""'ll"", 'definitely', 'work', 'with', 'Sushant']"
494,word_added,.,.,S,ROOT,"['Ankita'], ['has', 'said', ',', '""', 'If', 'the', 'script', 'is', 'good', ',', 'I', ""'ll"", 'definitely', 'work', 'with', 'Sushant'], ['""']"
494,word_added,has,VBZ,VP,S,"['said', ',', '""', 'If', 'the', 'script', 'is', 'good', ',', 'I', ""'ll"", 'definitely', 'work', 'with', 'Sushant']"
494,constituent_added,Ankita,NP,S,,
494,constituent_added,the script,NP,S,,
494,constituent_added,good,ADJP,VP,,
494,constituent_added,is good,VP,S,,
494,constituent_added,the script is good,S,SBAR,,
494,constituent_added,If the script is good,SBAR,S,,
494,constituent_added,I,NP,S,,
494,constituent_added,definitely,ADVP,VP,,
494,constituent_added,Sushant,NP,PP,,
494,constituent_added,with Sushant,PP,VP,,
494,constituent_added,work with Sushant,VP,VP,,
494,constituent_added,'ll definitely work with Sushant,VP,S,,
494,constituent_added,"If the script is good , I 'll definitely work with Sushant",S,SBAR,,
494,constituent_added,""" If the script is good , I 'll definitely work with Sushant",SBAR,VP,,
494,constituent_added,"said , "" If the script is good , I 'll definitely work with Sushant",VP,VP,,
494,constituent_added,"has said , "" If the script is good , I 'll definitely work with Sushant",VP,S,,
494,constituent_added,"Ankita has said , "" If the script is good , I 'll definitely work with Sushant . """,S,ROOT,,
494,constituent_added,"Ankita has said , "" If the script is good , I 'll definitely work with Sushant . """,ROOT,,,
494,constituent_removed,script,NP,S,,
494,constituent_removed,good,ADJP,VP,,
494,constituent_removed,is good,VP,S,,
494,constituent_removed,script is good,S,SBAR,,
494,constituent_removed,If script is good,SBAR,S,,
494,constituent_removed,I,NP,S,,
494,constituent_removed,definitely,ADVP,VP,,
494,constituent_removed,Sushant,NP,PP,,
494,constituent_removed,with Sushant,PP,VP,,
494,constituent_removed,work with Sushant,VP,VP,,
494,constituent_removed,'ll definitely work with Sushant,VP,S,,
494,constituent_removed,"If script is good , I 'll definitely work with Sushant",S,S,,
494,constituent_removed,Ankita,NP,FRAG,,
494,constituent_removed,Ankita,FRAG,S,,
494,constituent_removed,"If script is good , I 'll definitely work with Sushant : Ankita",S,ROOT,,
494,constituent_removed,"If script is good , I 'll definitely work with Sushant : Ankita",ROOT,,,
495,word_removed,n't,RB,VP,S,"['Do'], ['want', 'to', 'talk']"
495,word_removed,Do,VBP,VP,S,"[""n't""], ['want', 'to', 'talk']"
